transfer_created_by_customer_time,transfer_received_by_tw_time,transfer_converted_time,transfer_sent_out_by_tw_time,transfer_delivered_to_customer_time,payment_method
5/26/2015 15:41:26,6/1/2015 13:45:03,6/1/2015 13:53:20,6/1/2015 14:09:00,6/1/2015 14:24:00,A
11/25/2015 22:39:29,11/27/2015 10:39:12,11/27/2015 11:04:31,11/27/2015 11:16:10,11/27/2015 11:31:10,A
6/30/2015 6:24:07,7/2/2015 13:05:01,7/2/2015 13:34:37,7/2/2015 13:43:06,7/2/2015 13:58:06,A
10/21/2015 22:50:03,10/23/2015 11:50:02,10/23/2015 11:54:38,10/23/2015 11:59:01,10/23/2015 12:14:01,A
9/28/2015 13:40:56,9/30/2015 16:50:07,9/30/2015 16:56:58,9/30/2015 17:09:05,9/30/2015 17:24:05,A
12/25/2015 22:33:20,12/29/2015 13:40:00,12/29/2015 13:52:59,12/29/2015 14:01:02,12/29/2015 14:16:02,A
5/26/2015 12:59:05,5/27/2015 11:45:08,5/27/2015 12:07:21,5/27/2015 13:47:38,5/27/2015 14:02:38,A
6/23/2015 22:42:04,6/25/2015 12:50:01,6/25/2015 12:58:50,6/25/2015 13:10:00,6/25/2015 13:25:00,A
8/7/2015 15:55:29,8/11/2015 12:22:08,8/13/2015 13:56:41,8/13/2015 14:04:02,8/13/2015 14:19:02,A
8/26/2015 10:45:31,8/27/2015 11:05:06,8/27/2015 11:44:34,8/27/2015 11:51:02,8/27/2015 12:06:02,A
12/27/2015 20:39:18,12/29/2015 13:38:08,12/29/2015 13:52:59,12/29/2015 14:01:01,12/29/2015 14:16:01,A
12/16/2015 10:26:09,12/17/2015 11:40:00,12/17/2015 11:52:59,12/17/2015 12:01:04,12/17/2015 12:16:04,A
4/9/2015 11:40:49,4/13/2015 12:16:57,4/13/2015 12:49:25,4/13/2015 13:34:55,4/13/2015 13:49:55,A
12/7/2015 12:43:11,12/9/2015 11:37:01,12/9/2015 11:51:11,12/9/2015 12:03:02,12/9/2015 12:18:02,A
5/21/2015 23:44:57,5/27/2015 11:45:07,5/27/2015 12:07:21,5/27/2015 13:47:36,5/27/2015 14:02:36,A
3/24/2015 10:34:43,3/25/2015 12:22:43,3/25/2015 12:55:17,3/25/2015 13:03:34,3/25/2015 13:18:34,A
4/29/2015 19:43:57,5/1/2015 10:55:45,5/1/2015 10:56:46,5/1/2015 11:09:24,5/1/2015 11:24:24,A
12/28/2015 14:05:56,12/30/2015 11:50:02,12/30/2015 12:06:51,12/30/2015 12:23:00,12/30/2015 12:38:00,A
5/26/2015 21:36:42,5/28/2015 12:35:08,5/28/2015 12:39:22,5/28/2015 12:48:01,5/28/2015 13:03:01,A
4/13/2015 8:33:56,4/14/2015 11:37:28,4/14/2015 12:07:12,4/14/2015 12:20:50,4/14/2015 12:35:50,A
2/4/2015 12:22:29,2/6/2015 12:27:15,2/11/2015 13:35:05,2/11/2015 13:55:22,2/11/2015 14:10:22,A
5/28/2015 11:57:33,6/1/2015 13:45:06,6/1/2015 13:53:20,6/1/2015 14:09:00,6/1/2015 14:24:00,A
9/27/2015 14:26:57,9/29/2015 13:21:46,9/29/2015 13:26:45,9/29/2015 13:31:00,9/29/2015 13:46:00,C
8/31/2015 18:52:01,9/2/2015 13:20:00,9/2/2015 13:41:21,9/2/2015 13:49:03,9/2/2015 14:04:03,A
3/16/2015 10:19:04,3/17/2015 11:00:27,3/17/2015 11:59:12,3/17/2015 12:20:46,3/17/2015 12:35:46,A
8/31/2015 9:18:50,9/1/2015 11:50:11,9/1/2015 11:54:33,9/1/2015 12:06:03,9/1/2015 12:21:03,A
4/2/2015 16:11:56,4/8/2015 11:02:39,4/9/2015 13:06:16,4/9/2015 13:32:11,4/9/2015 13:47:11,A
9/21/2015 21:24:46,9/23/2015 13:05:03,9/23/2015 13:20:19,9/23/2015 13:28:26,9/23/2015 13:43:26,A
11/13/2015 17:30:31,11/17/2015 13:50:01,11/17/2015 15:35:27,11/17/2015 15:47:00,11/17/2015 16:02:00,A
2/25/2015 21:12:49,2/27/2015 12:19:08,2/27/2015 12:36:13,2/27/2015 12:49:09,2/27/2015 13:04:09,A
1/16/2015 13:18:31,1/20/2015 12:43:37,1/20/2015 13:07:55,1/20/2015 17:24:23,1/20/2015 17:39:23,A
1/20/2015 12:04:01,1/20/2015 12:04:02,1/20/2015 12:04:04,1/20/2015 12:04:04,1/20/2015 12:19:04,C
1/30/2015 12:18:44,1/30/2015 12:18:45,1/30/2015 12:18:49,1/30/2015 12:18:49,1/30/2015 12:33:49,C
3/31/2015 18:08:25,4/2/2015 10:24:16,4/2/2015 14:56:10,4/2/2015 16:33:52,4/2/2015 16:48:52,A
1/19/2015 1:40:52,1/20/2015 12:45:38,1/20/2015 13:09:57,1/20/2015 17:24:46,1/20/2015 17:39:46,A
8/29/2015 10:32:39,9/1/2015 11:50:04,9/1/2015 11:54:33,9/1/2015 12:06:00,9/1/2015 12:21:00,A
7/6/2015 7:50:41,7/8/2015 12:50:02,7/8/2015 13:08:11,7/8/2015 13:14:03,7/8/2015 13:29:03,A
8/27/2015 13:51:10,8/31/2015 13:36:58,8/31/2015 13:48:00,8/31/2015 13:59:00,8/31/2015 14:14:00,A
6/28/2015 21:56:36,6/30/2015 15:25:05,6/30/2015 16:01:42,6/30/2015 16:17:00,6/30/2015 16:32:00,A
7/2/2015 19:38:35,7/6/2015 11:50:01,7/6/2015 12:12:16,7/6/2015 12:45:34,7/6/2015 13:00:34,A
6/23/2015 10:03:26,6/25/2015 12:50:00,6/25/2015 12:58:50,6/25/2015 13:10:02,6/25/2015 13:25:02,A
8/5/2015 10:22:19,8/7/2015 11:40:00,8/7/2015 11:48:13,8/7/2015 11:57:01,8/7/2015 12:12:01,A
11/5/2015 4:46:09,11/6/2015 10:50:00,11/6/2015 10:57:30,11/6/2015 11:04:01,11/6/2015 11:19:01,A
9/28/2015 19:30:47,9/30/2015 16:50:02,10/5/2015 3:09:00,10/5/2015 6:43:15,10/5/2015 6:58:15,A
2/4/2015 17:53:48,2/6/2015 12:27:17,2/6/2015 12:35:32,2/6/2015 12:53:18,2/6/2015 13:08:18,A
7/24/2015 11:54:43,7/28/2015 13:29:27,7/28/2015 13:34:27,7/28/2015 14:18:02,7/28/2015 14:33:02,A
10/6/2015 16:05:38,10/8/2015 11:55:00,10/8/2015 12:12:16,10/8/2015 12:30:18,10/8/2015 12:45:18,A
2/25/2015 14:46:26,2/27/2015 12:15:58,2/27/2015 12:35:18,2/27/2015 12:49:31,2/27/2015 13:04:31,A
11/29/2015 13:54:42,12/1/2015 11:48:09,12/1/2015 12:00:51,12/1/2015 12:13:03,12/1/2015 12:28:03,A
9/21/2015 22:09:49,9/23/2015 13:05:04,9/23/2015 13:20:19,9/23/2015 13:28:20,9/23/2015 13:43:20,A
2/11/2015 10:09:09,2/12/2015 10:45:13,2/12/2015 12:13:03,2/12/2015 12:23:36,2/12/2015 12:38:36,A
6/4/2015 0:10:12,6/8/2015 14:50:04,6/8/2015 15:00:05,6/8/2015 15:26:02,6/8/2015 15:41:02,A
11/23/2015 22:16:42,11/25/2015 10:55:07,11/25/2015 11:25:41,11/25/2015 11:35:04,11/25/2015 11:50:04,A
12/18/2015 14:31:28,12/22/2015 10:54:00,12/22/2015 11:11:05,12/22/2015 11:25:06,12/22/2015 11:40:06,A
7/29/2015 7:46:25,7/31/2015 15:15:02,8/3/2015 20:12:41,8/3/2015 20:27:09,8/3/2015 20:42:09,A
3/25/2015 12:14:34,3/27/2015 12:10:47,3/27/2015 13:09:13,3/27/2015 13:28:58,3/27/2015 13:43:58,A
11/29/2015 15:46:22,12/1/2015 11:48:05,12/1/2015 12:00:51,12/1/2015 12:13:00,12/1/2015 12:28:00,A
1/1/2015 19:01:03,1/6/2015 11:15:18,1/6/2015 11:25:44,1/6/2015 11:33:24,1/6/2015 11:48:24,A
12/8/2015 12:29:36,12/9/2015 11:37:03,12/9/2015 11:51:11,12/9/2015 12:03:01,12/9/2015 12:18:01,A
5/13/2015 13:45:58,5/18/2015 11:17:19,5/18/2015 11:37:44,5/18/2015 12:36:01,5/18/2015 12:51:01,A
3/24/2015 14:38:44,3/26/2015 11:53:06,3/26/2015 12:04:05,3/26/2015 12:19:10,3/26/2015 12:34:10,A
11/24/2015 8:07:35,11/25/2015 10:49:30,11/25/2015 10:51:52,11/25/2015 11:00:07,11/25/2015 11:15:07,A
11/23/2015 9:54:17,11/25/2015 10:49:31,11/25/2015 10:53:37,11/25/2015 11:00:03,11/25/2015 11:15:03,A
8/31/2015 21:17:50,9/2/2015 13:20:06,9/2/2015 13:41:21,9/2/2015 13:49:07,9/2/2015 14:04:07,A
6/28/2015 22:25:30,6/30/2015 15:10:01,6/30/2015 16:01:42,6/30/2015 16:17:01,6/30/2015 16:32:01,A
12/8/2015 1:11:36,12/10/2015 12:56:08,12/10/2015 13:06:03,12/10/2015 13:12:00,12/10/2015 13:27:00,A
4/7/2015 8:41:02,4/8/2015 11:04:48,4/8/2015 14:19:36,4/8/2015 14:43:12,4/8/2015 14:58:12,A
12/7/2015 20:14:02,12/9/2015 11:37:07,12/9/2015 11:51:11,12/9/2015 12:03:03,12/9/2015 12:18:03,A
7/2/2015 11:06:25,7/6/2015 11:50:06,7/6/2015 12:25:02,7/6/2015 12:45:39,7/6/2015 13:00:39,A
1/30/2015 14:05:54,2/3/2015 11:46:13,2/3/2015 14:26:31,2/3/2015 14:45:20,2/3/2015 15:00:20,A
6/28/2015 18:23:49,6/30/2015 15:25:05,6/30/2015 16:01:42,6/30/2015 16:17:01,6/30/2015 16:32:01,A
12/10/2015 18:06:19,12/15/2015 13:08:43,12/15/2015 14:54:54,12/15/2015 15:03:01,12/15/2015 15:18:01,A
8/8/2015 20:13:34,8/11/2015 12:15:05,8/11/2015 12:27:51,8/11/2015 12:36:05,8/11/2015 12:51:05,A
6/8/2015 19:12:49,6/10/2015 12:45:01,6/10/2015 13:09:43,6/10/2015 13:42:03,6/10/2015 13:57:03,A
2/24/2015 12:56:14,2/26/2015 14:21:10,2/26/2015 14:21:38,2/26/2015 14:30:58,2/26/2015 14:45:58,A
6/17/2015 12:56:24,6/22/2015 12:45:02,6/22/2015 12:52:28,6/22/2015 13:14:02,6/22/2015 13:29:02,A
3/22/2015 21:19:32,3/24/2015 9:52:33,3/24/2015 9:57:29,3/24/2015 10:13:27,3/24/2015 10:28:27,A
6/17/2015 14:37:17,6/19/2015 12:45:02,6/19/2015 12:46:25,6/19/2015 12:59:01,6/19/2015 13:14:01,A
1/18/2015 16:51:36,1/20/2015 12:45:58,1/20/2015 13:09:58,1/20/2015 17:41:59,1/20/2015 17:56:59,A
8/21/2015 17:33:32,8/25/2015 13:11:11,8/25/2015 13:12:19,8/25/2015 13:35:09,8/25/2015 13:50:09,A
8/31/2015 20:24:26,9/2/2015 13:20:00,9/2/2015 13:41:21,9/2/2015 13:49:06,9/2/2015 14:04:06,A
12/4/2015 13:00:55,12/8/2015 11:38:07,12/8/2015 11:52:12,12/8/2015 12:04:03,12/8/2015 12:19:03,A
9/7/2015 15:31:49,9/9/2015 14:15:46,9/9/2015 14:29:25,9/9/2015 14:43:18,9/9/2015 14:58:18,A
6/11/2015 7:54:16,6/15/2015 11:45:03,6/15/2015 12:18:17,6/15/2015 12:42:00,6/15/2015 12:57:00,A
11/9/2015 16:46:31,11/10/2015 11:45:06,11/10/2015 11:51:35,11/10/2015 12:18:01,11/10/2015 12:33:01,A
3/5/2015 10:45:15,3/9/2015 11:30:52,3/9/2015 11:54:28,3/9/2015 12:06:42,3/9/2015 12:21:42,A
8/7/2015 8:23:57,8/11/2015 12:19:58,8/11/2015 12:27:51,8/11/2015 12:36:04,8/11/2015 12:51:04,A
1/7/2015 13:02:12,1/9/2015 10:33:34,1/9/2015 10:51:14,1/9/2015 11:05:17,1/9/2015 11:20:17,A
1/16/2015 13:04:25,1/20/2015 12:41:27,1/20/2015 13:07:52,1/20/2015 17:41:53,1/20/2015 17:56:53,A
3/26/2015 20:37:57,3/30/2015 11:17:54,3/30/2015 11:21:03,3/30/2015 12:47:41,3/30/2015 13:02:41,A
12/3/2015 11:55:53,12/7/2015 11:42:55,12/7/2015 11:52:03,12/7/2015 11:58:00,12/7/2015 12:13:00,A
4/3/2015 5:22:39,4/8/2015 11:04:04,4/8/2015 11:41:00,4/8/2015 11:53:35,4/8/2015 12:08:35,A
8/20/2015 17:45:05,8/24/2015 13:15:28,8/24/2015 13:29:22,8/24/2015 13:40:03,8/24/2015 13:55:03,A
5/20/2015 12:15:35,5/21/2015 12:45:03,5/21/2015 12:56:54,5/21/2015 13:16:01,5/21/2015 13:31:01,A
11/17/2015 17:28:05,11/19/2015 11:50:02,11/19/2015 12:42:45,11/19/2015 12:50:08,11/19/2015 13:05:08,A
1/28/2015 19:42:02,1/30/2015 10:47:59,1/30/2015 11:30:12,1/30/2015 11:47:03,1/30/2015 12:02:03,A
9/12/2015 6:52:53,9/15/2015 12:14:49,9/15/2015 12:17:38,9/15/2015 12:32:04,9/15/2015 12:47:04,A
11/16/2015 9:08:11,11/18/2015 12:45:03,11/18/2015 12:54:34,11/18/2015 13:05:02,11/18/2015 13:20:02,A
12/14/2015 11:51:27,12/15/2015 11:44:02,12/15/2015 11:48:00,12/15/2015 12:05:02,12/15/2015 12:20:02,A
12/23/2015 10:27:29,12/29/2015 13:38:06,12/29/2015 13:53:16,12/29/2015 14:17:00,12/29/2015 14:32:00,A
9/3/2015 9:37:25,9/7/2015 11:00:06,9/9/2015 11:26:48,9/9/2015 11:34:01,9/9/2015 11:49:01,A
11/3/2015 20:12:51,11/5/2015 12:45:03,11/5/2015 12:49:42,11/5/2015 13:16:00,11/5/2015 13:31:00,A
12/3/2015 17:58:06,12/7/2015 11:42:57,12/7/2015 11:52:03,12/7/2015 14:46:02,12/7/2015 15:01:02,A
3/3/2015 22:37:14,3/5/2015 11:25:58,3/5/2015 12:01:04,3/5/2015 12:18:06,3/5/2015 12:33:06,A
4/10/2015 7:17:57,4/14/2015 12:53:47,4/14/2015 13:04:50,4/14/2015 13:11:04,4/14/2015 13:26:04,A
11/5/2015 18:36:21,11/10/2015 11:45:05,11/10/2015 11:51:35,11/10/2015 12:18:01,11/10/2015 12:33:01,A
1/19/2015 18:39:00,1/21/2015 10:16:21,1/21/2015 10:46:28,1/22/2015 7:31:27,1/22/2015 7:46:27,A
12/6/2015 11:07:28,12/6/2015 11:09:34,12/6/2015 11:38:19,12/6/2015 11:43:01,12/6/2015 11:58:01,B
6/9/2015 19:57:08,6/11/2015 12:50:04,6/11/2015 17:16:39,6/11/2015 17:24:00,6/11/2015 17:39:00,A
2/3/2015 20:32:33,2/6/2015 18:25:47,2/6/2015 18:30:13,2/6/2015 18:41:21,2/6/2015 18:56:21,A
8/10/2015 11:04:23,8/12/2015 12:50:01,8/12/2015 12:54:35,8/12/2015 13:01:00,8/12/2015 13:16:00,A
3/1/2015 23:25:36,3/4/2015 11:52:23,3/4/2015 11:59:38,3/4/2015 12:15:53,3/4/2015 12:30:53,A
3/9/2015 13:05:39,3/11/2015 12:43:49,3/11/2015 13:06:16,3/11/2015 13:20:00,3/11/2015 13:35:00,A
11/19/2015 6:58:16,11/19/2015 7:55:06,11/19/2015 7:55:50,11/19/2015 8:28:01,11/19/2015 8:43:01,B
4/6/2015 8:41:46,4/8/2015 10:58:29,4/8/2015 11:41:00,4/8/2015 11:52:55,4/8/2015 12:07:55,A
4/17/2015 10:13:55,4/20/2015 12:02:43,4/20/2015 12:14:42,4/20/2015 12:41:16,4/20/2015 12:56:16,A
9/20/2015 22:14:50,9/22/2015 11:38:30,9/22/2015 11:47:35,9/22/2015 12:10:06,9/22/2015 12:25:06,A
12/7/2015 17:03:46,12/10/2015 12:38:04,12/10/2015 12:54:01,12/10/2015 13:01:01,12/10/2015 13:16:01,A
7/20/2015 12:33:16,7/22/2015 13:00:03,7/22/2015 13:02:30,7/22/2015 13:07:00,7/22/2015 13:22:00,A
2/27/2015 3:59:43,3/3/2015 12:31:42,3/3/2015 12:49:56,3/3/2015 13:00:30,3/3/2015 13:15:30,A
6/30/2015 22:00:35,7/2/2015 13:36:04,7/2/2015 14:31:48,7/2/2015 15:32:01,7/2/2015 15:47:01,A
8/1/2015 16:46:15,8/4/2015 12:55:04,8/4/2015 13:02:17,8/4/2015 13:12:00,8/4/2015 13:27:00,A
7/22/2015 15:16:35,7/24/2015 12:40:01,7/24/2015 12:55:02,7/24/2015 13:33:00,7/24/2015 13:48:00,A
8/28/2015 18:34:26,9/1/2015 11:50:06,9/1/2015 11:54:33,9/1/2015 12:06:00,9/1/2015 12:21:00,A
12/26/2015 15:05:08,12/29/2015 13:39:00,12/29/2015 13:52:59,12/29/2015 14:01:01,12/29/2015 14:16:01,A
8/19/2015 9:44:13,8/21/2015 12:45:03,8/21/2015 12:57:14,8/21/2015 13:07:06,8/21/2015 13:22:06,A
4/9/2015 20:00:57,4/13/2015 12:17:05,4/13/2015 14:46:43,4/13/2015 15:08:14,4/13/2015 15:23:14,A
1/23/2015 9:47:15,1/27/2015 11:20:42,1/28/2015 13:34:54,1/28/2015 13:52:13,1/28/2015 14:07:13,A
6/4/2015 8:08:01,6/8/2015 14:50:05,6/8/2015 15:00:05,6/8/2015 15:26:00,6/8/2015 15:41:00,A
12/3/2015 18:14:55,12/7/2015 11:42:55,12/7/2015 11:52:03,12/7/2015 11:58:02,12/7/2015 12:13:02,A
11/17/2015 10:45:13,11/18/2015 12:49:56,11/18/2015 12:55:50,11/18/2015 13:11:00,11/18/2015 13:26:00,A
9/18/2015 14:42:25,9/22/2015 11:35:04,9/22/2015 11:47:35,9/22/2015 12:10:07,9/22/2015 12:25:07,A
3/23/2015 18:00:30,3/25/2015 12:23:43,3/25/2015 12:55:17,3/25/2015 13:04:29,3/25/2015 13:19:29,A
6/8/2015 14:25:57,6/10/2015 12:45:05,6/10/2015 13:09:43,6/10/2015 13:42:02,6/10/2015 13:57:02,A
1/12/2015 13:52:53,1/12/2015 13:52:54,1/12/2015 13:52:54,1/12/2015 13:52:54,1/12/2015 14:07:54,C
3/2/2015 13:22:01,3/2/2015 13:22:03,3/2/2015 13:22:15,3/2/2015 13:22:16,3/2/2015 13:37:16,C
2/10/2015 14:07:25,2/12/2015 10:44:58,2/14/2015 18:05:55,2/15/2015 8:00:57,2/15/2015 8:15:57,A
4/13/2015 8:27:30,4/15/2015 11:30:38,4/15/2015 11:50:23,4/15/2015 11:59:10,4/15/2015 12:14:10,A
9/27/2015 19:30:33,9/29/2015 13:02:35,9/29/2015 13:07:10,9/29/2015 13:20:21,9/29/2015 13:35:21,A
3/25/2015 7:59:11,3/30/2015 14:06:54,3/30/2015 15:46:37,3/30/2015 16:34:20,3/30/2015 16:49:20,C
6/19/2015 15:58:21,6/25/2015 11:40:00,6/25/2015 11:57:50,6/25/2015 12:04:01,6/25/2015 12:19:01,A
12/16/2015 21:13:15,12/18/2015 11:44:06,12/18/2015 11:51:30,12/18/2015 11:57:03,12/18/2015 12:12:03,A
4/20/2015 12:47:22,4/22/2015 12:04:44,4/22/2015 12:05:16,4/22/2015 12:24:25,4/22/2015 12:39:25,A
6/3/2015 14:25:02,6/5/2015 12:45:01,6/5/2015 13:17:55,6/5/2015 13:27:00,6/5/2015 13:42:00,A
3/12/2015 18:22:38,3/16/2015 12:03:42,3/16/2015 12:13:38,3/16/2015 12:33:58,3/16/2015 12:48:58,A
5/19/2015 8:32:11,5/26/2015 11:45:00,5/26/2015 12:18:36,5/26/2015 12:39:02,5/26/2015 12:54:02,A
1/21/2015 12:07:40,2/2/2015 16:00:12,3/2/2015 13:21:03,3/2/2015 13:52:18,3/2/2015 14:07:18,A
3/4/2015 19:21:54,3/6/2015 10:49:30,3/6/2015 11:08:40,3/6/2015 11:18:45,3/6/2015 11:33:45,A
7/13/2015 17:21:56,7/15/2015 12:05:02,7/15/2015 12:13:58,7/15/2015 12:25:00,7/15/2015 12:40:00,A
1/10/2015 11:13:36,1/13/2015 11:05:46,1/15/2015 17:37:25,1/15/2015 17:48:04,1/15/2015 18:03:04,A
12/10/2015 19:59:29,12/14/2015 11:43:00,12/14/2015 11:49:35,12/14/2015 12:02:01,12/14/2015 12:17:01,A
9/17/2015 19:56:36,9/28/2015 15:53:36,9/28/2015 15:57:05,9/28/2015 16:04:13,9/28/2015 16:19:13,A
5/7/2015 14:54:36,5/11/2015 11:57:54,5/13/2015 8:52:20,5/13/2015 9:06:01,5/13/2015 9:21:01,A
5/23/2015 17:52:00,5/27/2015 11:45:11,5/27/2015 12:07:21,5/27/2015 13:47:00,5/27/2015 14:02:00,A
10/14/2015 20:01:29,10/16/2015 12:50:04,10/16/2015 12:53:46,10/16/2015 13:02:01,10/16/2015 13:17:01,A
11/15/2015 11:25:43,11/20/2015 11:55:01,11/20/2015 11:56:33,11/20/2015 12:07:00,11/20/2015 12:22:00,A
10/10/2015 18:13:09,10/13/2015 16:24:47,10/13/2015 16:29:24,10/13/2015 16:51:01,10/13/2015 17:06:01,C
11/7/2015 17:00:13,11/10/2015 11:45:00,11/10/2015 11:51:35,11/10/2015 12:18:03,11/10/2015 12:33:03,A
10/8/2015 15:24:57,10/12/2015 14:10:02,10/12/2015 14:25:25,10/12/2015 14:36:02,10/12/2015 14:51:02,A
11/11/2015 22:12:39,11/11/2015 22:13:58,11/12/2015 0:24:22,11/12/2015 7:34:24,11/12/2015 7:49:24,B
6/6/2015 21:45:23,6/9/2015 11:50:08,6/9/2015 12:16:06,6/9/2015 12:22:02,6/9/2015 12:37:02,A
6/16/2015 9:38:41,6/18/2015 12:50:01,6/20/2015 21:29:48,6/21/2015 19:51:07,6/21/2015 20:06:07,A
7/6/2015 14:39:04,7/8/2015 12:50:00,7/8/2015 13:08:11,7/8/2015 13:14:02,7/8/2015 13:29:02,A
9/4/2015 12:28:49,9/8/2015 11:45:01,9/8/2015 11:53:36,9/8/2015 12:03:11,9/8/2015 12:18:11,A
9/29/2015 9:14:24,10/1/2015 14:00:06,10/1/2015 14:16:47,10/1/2015 14:35:02,10/1/2015 14:50:02,A
6/25/2015 8:02:22,6/29/2015 11:55:06,6/29/2015 12:09:02,6/29/2015 12:22:04,6/29/2015 12:37:04,A
12/14/2015 16:22:49,12/16/2015 12:13:23,12/16/2015 12:15:02,12/16/2015 12:29:01,12/16/2015 12:44:01,A
1/25/2015 10:54:05,1/28/2015 12:19:08,1/29/2015 18:32:01,1/29/2015 18:44:24,1/29/2015 18:59:24,A
7/20/2015 9:37:51,7/21/2015 12:50:00,7/21/2015 12:56:08,7/21/2015 13:16:03,7/21/2015 13:31:03,A
12/3/2015 13:02:02,12/7/2015 11:46:19,12/7/2015 11:52:03,12/7/2015 11:58:00,12/7/2015 12:13:00,A
6/5/2015 9:26:13,6/9/2015 11:50:04,6/9/2015 12:16:06,6/9/2015 12:22:04,6/9/2015 12:37:04,A
3/26/2015 20:42:03,3/31/2015 9:07:57,3/31/2015 9:22:32,3/31/2015 9:50:41,3/31/2015 10:05:41,A
2/24/2015 20:36:39,2/26/2015 14:21:49,2/26/2015 14:56:34,2/26/2015 15:14:41,2/26/2015 15:29:41,A
7/1/2015 9:58:35,7/3/2015 11:55:01,7/3/2015 12:11:12,7/3/2015 13:04:00,7/3/2015 13:19:00,A
5/22/2015 8:30:48,5/25/2015 12:50:00,5/25/2015 13:15:15,5/25/2015 13:22:05,5/25/2015 13:37:05,A
8/25/2015 10:48:46,8/26/2015 13:22:07,8/26/2015 13:26:04,8/26/2015 13:34:02,8/26/2015 13:49:02,A
4/8/2015 13:33:06,4/13/2015 16:52:05,4/15/2015 9:00:50,4/15/2015 9:07:03,4/15/2015 9:22:03,A
11/26/2015 12:22:23,11/30/2015 11:52:07,11/30/2015 12:10:39,11/30/2015 12:26:04,11/30/2015 12:41:04,A
6/25/2015 21:31:12,6/29/2015 11:55:01,6/29/2015 12:09:02,6/29/2015 12:22:03,6/29/2015 12:37:03,A
6/30/2015 13:30:09,7/2/2015 13:05:01,7/2/2015 13:34:37,7/2/2015 13:43:05,7/2/2015 13:58:05,A
12/21/2015 11:56:14,12/23/2015 11:48:59,12/23/2015 11:55:02,12/23/2015 12:04:03,12/23/2015 12:19:03,A
12/19/2015 23:14:03,12/22/2015 10:41:09,12/22/2015 11:11:05,12/22/2015 11:25:05,12/22/2015 11:40:05,A
3/25/2015 11:54:20,3/26/2015 11:55:03,3/26/2015 12:04:05,3/26/2015 12:19:39,3/26/2015 12:34:39,A
5/25/2015 13:51:54,5/29/2015 17:45:00,5/29/2015 17:55:43,5/29/2015 18:03:01,5/29/2015 18:18:01,A
12/24/2015 12:10:32,12/24/2015 12:13:16,12/25/2015 9:26:32,12/25/2015 9:32:00,12/25/2015 9:47:00,B
7/7/2015 12:30:46,7/9/2015 12:49:42,7/9/2015 13:03:22,7/9/2015 13:17:04,7/9/2015 13:32:04,A
7/4/2015 15:03:41,7/13/2015 17:45:00,7/13/2015 18:04:53,7/13/2015 18:19:05,7/13/2015 18:34:05,A
7/24/2015 8:22:27,7/28/2015 13:10:02,7/28/2015 13:17:53,7/28/2015 13:25:00,7/28/2015 13:40:00,A
9/29/2015 12:40:43,10/2/2015 11:55:17,10/2/2015 12:05:40,10/2/2015 12:12:03,10/2/2015 12:27:03,A
7/6/2015 12:53:03,7/8/2015 12:50:01,7/8/2015 13:08:11,7/8/2015 13:14:03,7/8/2015 13:29:03,A
10/24/2015 13:02:16,10/27/2015 11:45:13,10/27/2015 11:54:42,10/27/2015 12:01:00,10/27/2015 12:16:00,A
3/30/2015 17:17:22,4/1/2015 11:57:14,4/1/2015 13:42:38,4/1/2015 13:55:16,4/1/2015 14:10:16,A
10/10/2015 9:01:59,10/14/2015 13:50:00,10/14/2015 13:55:44,10/14/2015 14:03:00,10/14/2015 14:18:00,A
11/10/2015 9:03:09,11/11/2015 11:10:02,11/11/2015 11:48:27,11/11/2015 11:59:02,11/11/2015 12:14:02,A
2/18/2015 9:02:20,2/20/2015 10:45:08,2/20/2015 10:57:13,2/20/2015 11:38:48,2/20/2015 11:53:48,A
8/24/2015 14:41:20,8/26/2015 13:17:26,8/26/2015 13:26:04,8/26/2015 13:34:02,8/26/2015 13:49:02,A
1/19/2015 14:33:00,1/22/2015 12:54:14,1/23/2015 10:07:07,1/23/2015 10:13:27,1/23/2015 10:28:27,A
1/15/2015 19:17:17,1/20/2015 16:00:12,1/20/2015 16:01:47,1/20/2015 21:16:09,1/20/2015 21:31:09,A
7/23/2015 10:14:10,7/24/2015 12:43:40,7/24/2015 12:55:02,7/24/2015 13:33:01,7/24/2015 13:48:01,A
7/31/2015 13:18:30,8/4/2015 12:55:01,8/4/2015 13:02:17,8/4/2015 13:12:02,8/4/2015 13:27:02,A
11/11/2015 16:38:28,11/13/2015 12:46:32,11/13/2015 13:09:29,11/13/2015 13:24:00,11/13/2015 13:39:00,A
1/2/2015 10:36:01,1/6/2015 11:15:47,1/6/2015 11:25:45,1/6/2015 11:33:20,1/6/2015 11:48:20,A
10/12/2015 14:30:34,10/14/2015 12:50:02,10/14/2015 13:04:11,10/14/2015 13:27:09,10/14/2015 13:42:09,A
8/2/2015 10:19:42,8/4/2015 13:05:18,8/4/2015 13:17:17,8/4/2015 13:36:00,8/4/2015 13:51:00,A
7/10/2015 9:13:22,7/13/2015 12:10:46,7/13/2015 12:14:03,7/13/2015 12:20:00,7/13/2015 12:35:00,A
6/9/2015 13:22:25,6/11/2015 12:50:04,6/11/2015 12:58:59,6/11/2015 13:07:05,6/11/2015 13:22:05,A
8/20/2015 10:09:25,8/21/2015 12:45:04,8/21/2015 12:57:14,8/21/2015 13:07:05,8/21/2015 13:22:05,A
